,carat,cut,color,clarity,depth,table,x,y,z,clarity_num,cut_num,color_num,price_predicted
2470,0.41,Premium,G,VVS1,60.0,59.0,4.84,4.83,2.9,6,4,3,4172.368728895342
2471,0.35,Ideal,D,SI1,62.3,55.0,4.54,4.51,2.82,2,5,6,3381.225675008851
2472,1.05,Ideal,F,SI1,61.8,57.0,6.51,6.54,4.03,2,5,4,3828.3983306011414
2473,0.3,Very Good,H,VVS1,62.2,58.0,4.26,4.29,2.66,6,3,2,4103.585787046328
2474,1.22,Ideal,G,VVS2,60.0,58.0,6.95,6.99,4.18,5,5,3,3928.935813157261
2475,1.01,Very Good,G,SI2,60.8,63.0,6.4,6.36,3.88,1,3,3,5209.609473261886
2476,1.22,Very Good,E,VS2,59.5,60.0,6.91,7.0,4.14,3,3,5,4376.108468749551
2477,1.03,Very Good,F,SI1,60.6,63.0,6.47,6.5,3.93,2,3,4,5193.732202908335
2478,1.57,Premium,F,SI1,62.0,58.0,7.47,7.41,4.61,2,4,4,4087.7085166927773
2479,0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,7,5,4,3780.766519540486
2480,0.42,Ideal,D,SI1,61.9,57.0,4.82,4.77,2.97,2,5,6,3836.3369657779167
2481,0.34,Ideal,E,SI1,63.0,55.0,4.47,4.42,2.8,2,5,5,3436.7961212462815
2482,1.01,Premium,F,VS2,63.0,58.0,6.43,6.36,4.03,3,4,4,4167.094868460534
2483,0.34,Very Good,E,VS2,62.8,58.0,4.43,4.45,2.79,3,3,5,4151.217598106983
2484,0.4,Ideal,E,SI2,61.2,55.0,4.74,4.77,2.91,1,5,5,3293.900688064319
2485,0.39,Very Good,I,VVS2,63.0,56.0,4.62,4.68,2.93,5,3,1,3680.2290369843668
2486,1.57,Ideal,E,VS2,62.3,57.0,7.39,7.44,4.62,3,5,5,3868.0915064850215
2487,1.35,Premium,H,VS2,61.5,58.0,7.09,7.15,4.38,3,4,2,4048.0153408088972
2488,0.35,Very Good,D,SI1,60.1,61.0,4.56,4.59,2.75,2,3,6,4667.173195548288
2489,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,1,1,2,4317.928936819275
2490,0.51,Very Good,G,VS2,62.7,57.0,5.05,5.12,3.19,3,3,3,3899.846047192126
2491,0.62,Premium,J,VVS2,60.9,58.0,5.5,5.56,3.37,5,4,0,4000.383529748242
2492,0.56,Ideal,G,SI1,61.5,56.0,5.31,5.32,3.27,2,5,3,3561.1495093327303
2493,0.35,Ideal,F,VVS1,61.8,55.0,4.53,4.57,2.81,6,5,4,3341.532499124971
2494,0.72,Premium,F,VS1,62.2,58.0,5.75,5.7,3.56,4,4,4,4103.585787046328
2495,1.51,Ideal,I,SI2,61.2,58.0,7.33,7.42,4.51,1,5,1,4024.1994352785714
2496,1.01,Good,D,SI2,63.9,57.0,6.29,6.36,4.04,1,2,6,3995.109669313433
2497,1.51,Fair,G,SI2,65.5,55.0,7.14,7.08,4.66,1,1,3,3635.262000665678
2498,0.75,Very Good,H,VVS2,60.6,57.0,5.86,5.89,3.56,5,3,2,3733.134708479831
2499,0.5,Good,D,SI2,61.9,63.0,5.05,5.07,3.13,1,2,6,5296.934460206421
2500,0.36,Ideal,G,VVS2,61.5,55.0,4.58,4.62,2.83,5,5,3,3317.716593594645
2501,0.63,Ideal,F,SI1,62.6,56.0,5.53,5.49,3.45,2,5,4,3648.474496277262
2502,0.47,Ideal,H,SI2,62.4,53.0,4.98,5.02,3.12,1,5,2,2902.2984787094592
2503,1.01,Good,F,SI1,58.8,64.0,6.58,6.51,3.85,2,2,4,5294.269685464455
2504,1.01,Very Good,G,VS2,63.2,55.0,6.39,6.34,4.02,3,3,3,3452.6733915998357
2505,0.9,Ideal,G,SI2,62.7,55.0,6.11,6.17,3.85,1,5,3,3412.9802157159556
2506,1.51,Ideal,I,SI1,61.2,60.0,7.39,7.37,4.52,2,5,1,4511.065266754738
2507,1.0,Good,I,SI1,57.6,61.0,6.56,6.52,3.77,2,2,1,4468.707316128892
2508,0.31,Premium,I,VS1,62.3,59.0,4.29,4.35,2.69,4,4,1,4354.957337961188
2509,1.63,Premium,I,SI1,61.7,58.0,7.54,7.51,4.64,2,4,1,4063.8926111624514
2510,0.4,Very Good,E,VVS2,61.4,56.0,4.74,4.81,2.93,5,3,5,3553.210874155955
2511,0.42,Very Good,G,VS1,60.6,58.0,4.82,4.95,2.96,4,3,3,3976.567624217916
2512,0.7,Premium,H,VS1,61.9,56.0,5.7,5.67,3.52,4,4,2,3592.9040500398314
2513,0.32,Very Good,D,SI1,60.1,60.0,4.38,4.4,2.64,2,3,6,4423.740279810207
2514,0.75,Very Good,E,VS2,62.8,55.0,5.77,5.79,3.63,3,3,5,3420.918850892731
2515,0.32,Ideal,G,IF,61.4,55.0,4.42,4.44,2.72,7,5,3,3309.7779584178697
2516,0.25,Ideal,E,VS2,60.6,57.0,4.08,4.11,2.48,3,5,5,3733.134708479831
2517,1.02,Ideal,F,SI2,61.6,56.0,6.52,6.49,4.01,1,5,4,3569.0881445095056
2518,0.4,Premium,D,SI1,61.1,58.0,4.75,4.74,2.9,2,4,6,4016.2608001017925
2519,0.48,Good,F,VS1,59.0,60.9,5.09,5.15,3.02,4,2,4,4555.504917029944
2520,0.31,Ideal,E,VS1,60.1,55.0,4.42,4.53,2.69,4,5,5,3206.575701119784
2521,1.0,Ideal,H,SI2,62.5,54.0,6.32,6.38,3.97,1,5,2,3153.67002962432
2522,0.9,Premium,I,VS2,61.6,58.0,6.15,6.09,3.77,3,4,1,4055.9539759856725
2523,1.02,Very Good,D,SI1,62.7,57.0,6.42,6.5,4.05,2,3,6,3899.846047192126
2524,0.36,Premium,F,VS2,62.0,59.0,4.51,4.56,2.81,3,4,4,4331.141432430859
2525,0.31,Very Good,E,SI1,63.1,57.0,4.31,4.28,2.71,2,3,5,3931.6005878992273
2526,0.7,Fair,F,VS2,65.5,57.0,5.55,5.41,3.59,3,1,4,4122.127832141849
2527,1.74,Premium,J,VS2,61.9,62.0,7.62,7.54,4.7,3,4,0,5053.501544468336
2528,1.79,Premium,G,VS1,61.7,59.0,7.85,7.74,4.81,4,4,3,4307.325526900533
2529,0.36,Ideal,E,VS1,62.4,55.0,4.61,4.59,2.87,4,5,5,3389.16431018563
2530,1.52,Good,E,I1,57.3,58.0,7.53,7.42,4.28,0,2,5,3714.5926633843137
2531,0.94,Premium,E,SI1,62.0,58.0,6.24,6.27,3.88,2,4,5,4087.7085166927773
2532,0.33,Ideal,I,SI1,61.5,57.0,4.49,4.46,2.75,2,5,1,3804.5824250708156
2533,1.06,Ideal,G,SI2,62.2,55.0,6.56,6.53,4.07,1,5,3,3373.2870398320756
2534,0.75,Ideal,E,SI1,62.1,55.0,5.81,5.85,3.62,2,5,5,3365.3484046553003
2535,0.79,Premium,H,VS1,60.0,60.0,6.07,5.99,3.64,4,4,2,4415.801644633428
2536,0.33,Ideal,E,SI1,59.6,57.0,4.53,4.49,2.69,2,5,5,3653.7483567120744
2537,0.82,Ideal,F,SI2,62.4,54.0,5.97,6.02,3.74,1,5,4,3145.7313944475445
2538,0.32,Ideal,G,VS1,61.9,55.0,4.4,4.42,2.73,4,5,3,3349.4711343017498
2539,0.3,Premium,F,VS2,62.2,60.0,4.22,4.27,2.64,3,4,4,4590.451618522498
2540,0.7,Ideal,F,VS2,62.0,56.0,5.71,5.74,3.55,3,5,4,3600.8426852166067
2541,1.52,Fair,J,VS1,65.4,58.0,7.22,7.17,4.7,4,1,0,4357.622112703155
2542,0.31,Ideal,G,IF,62.0,54.0,4.36,4.38,2.71,7,5,3,3113.9768537404398
2543,0.51,Ideal,D,VS2,61.6,57.0,5.19,5.14,3.18,3,5,6,3812.521060247591
2544,0.74,Premium,H,VS2,59.9,57.0,5.91,5.87,3.53,3,4,2,3677.5642622424
2545,0.67,Good,F,VS2,58.1,62.0,5.76,5.83,3.36,3,2,4,4751.833407750857
2546,0.32,Ideal,H,VS1,62.1,55.0,4.39,4.4,2.73,4,5,2,3365.3484046553003
2547,0.72,Ideal,H,VS1,62.3,55.0,5.72,5.74,3.57,4,5,2,3381.225675008851
2548,0.5,Very Good,E,VS2,62.8,60.0,5.02,5.08,3.17,3,3,5,4638.08342958315
2549,0.86,Ideal,E,SI2,61.8,57.0,6.1,6.13,3.78,1,5,5,3828.3983306011414
2550,0.51,Premium,D,SI1,61.9,60.0,5.15,5.12,3.18,2,4,6,4566.635712992169
2551,2.0,Fair,I,VS1,58.5,68.0,8.26,8.15,4.8,4,1,1,6244.185442886463
2552,1.79,Very Good,F,VS2,62.8,59.0,7.7,7.8,4.87,3,3,4,4394.650513845065
2553,0.7,Very Good,F,VS2,63.4,56.0,5.69,5.63,3.59,3,3,4,3711.983577691468
2554,0.7,Very Good,G,VS2,62.2,61.0,5.54,5.59,3.46,3,3,3,4833.88453426058
2555,0.28,Very Good,E,IF,59.6,55.0,4.24,4.31,2.55,7,3,5,3166.8825252359075
2556,0.32,Premium,D,SI1,60.8,58.0,4.41,4.44,2.69,2,4,6,3992.4448945714666
2557,1.5,Good,I,I1,62.6,63.0,7.19,7.25,4.52,0,2,1,5352.504906443852
2558,0.9,Fair,I,VVS2,60.9,66.0,6.1,6.12,3.72,5,1,1,5947.846855652917
2559,0.41,Premium,I,VVS2,62.4,60.0,4.73,4.7,2.94,5,4,1,4606.328888876049
2560,1.0,Premium,J,SI1,58.7,58.0,6.55,6.51,3.83,2,4,0,3825.733555859175
2561,0.91,Very Good,H,VS2,58.3,59.0,6.35,6.47,3.74,3,3,2,4037.4119308901554
2562,1.07,Very Good,J,VVS2,60.0,60.0,6.57,6.59,3.95,5,3,0,4415.801644633428
2563,2.2,Ideal,J,SI1,61.5,57.0,8.41,8.37,5.16,2,5,0,3804.5824250708156
2564,1.52,Very Good,D,SI1,60.6,57.8,7.4,7.46,4.51,2,3,6,3927.881041070299
2565,0.31,Ideal,H,VVS2,62.3,55.0,4.36,4.37,2.72,5,5,2,3381.225675008851
2566,0.9,Good,H,SI2,64.1,58.0,6.05,6.02,3.87,1,2,2,4254.419855405069
2567,0.41,Premium,J,VS1,61.3,59.0,4.78,4.74,2.92,4,4,0,4275.570986193428
2568,1.58,Premium,G,VS2,58.2,58.0,7.68,7.64,4.46,3,4,3,3786.040379975295
2569,0.9,Premium,G,SI1,61.9,59.0,6.18,6.13,3.81,2,4,3,4323.202797254084
2570,1.2,Good,I,SI1,65.0,59.0,6.51,6.57,4.25,2,2,1,4569.3004877341355
2571,1.16,Very Good,F,VS2,60.2,63.0,6.79,6.7,4.07,3,3,4,5161.977662201234
2572,0.3,Premium,H,VVS2,62.1,52.0,4.31,4.29,2.67,5,4,2,2635.049657441048
2573,0.4,Premium,D,SI1,60.9,60.0,4.74,4.78,2.9,2,4,6,4487.2493612244125
2574,0.24,Very Good,F,VVS2,61.4,57.0,4.03,4.06,2.48,5,3,4,3796.6437898940403
2575,0.72,Very Good,H,VS1,60.6,63.0,5.83,5.76,3.51,4,3,2,5193.732202908335
2576,0.33,Good,I,VVS2,63.7,56.0,4.4,4.36,2.79,5,2,1,3735.7994832217973
2577,0.86,Very Good,E,VS2,62.3,56.0,6.05,6.08,3.78,3,3,5,3624.658590746936
2578,0.7,Ideal,D,VS1,62.5,57.0,5.65,5.68,3.54,4,5,6,3883.968776838572
2579,0.52,Ideal,E,SI1,60.1,59.0,5.18,5.23,3.13,2,5,5,4180.307364072121
2580,0.41,Premium,E,VS1,62.3,59.0,4.76,4.74,2.96,4,4,5,4354.957337961188
2581,1.06,Ideal,G,VS2,61.8,57.0,6.52,6.56,4.04,3,5,3,3828.3983306011414
2582,0.72,Ideal,J,SI1,62.6,56.0,5.67,5.74,3.57,2,5,0,3648.474496277262
2583,1.54,Ideal,H,SI2,60.9,56.0,7.45,7.43,4.53,1,5,2,3513.517698272075
2584,0.76,Ideal,D,SI1,61.2,57.0,5.88,5.91,3.61,2,5,6,3780.766519540486
2585,1.01,Very Good,D,VS2,60.4,58.0,6.47,6.57,3.94,3,3,6,3960.6903538643655
2586,1.0,Fair,G,VVS2,65.5,54.0,6.3,6.22,4.1,5,1,3,3391.8290849275927
2587,2.02,Very Good,H,SI2,59.9,55.0,8.17,8.28,4.93,1,3,2,3190.6984307662333
2588,0.32,Very Good,F,VS2,63.2,58.0,4.35,4.32,2.74,3,3,4,4182.972138814088
2589,0.32,Ideal,D,SI1,62.0,57.0,4.4,4.37,2.72,2,5,6,3844.275600954692
2590,2.43,Premium,I,SI2,62.2,60.0,8.59,8.53,5.33,1,4,1,4590.451618522498
2591,0.92,Very Good,E,SI1,63.3,57.0,6.22,6.17,3.92,2,3,5,3947.477858252778
2592,0.41,Ideal,J,VS1,62.7,57.0,4.72,4.75,2.97,4,5,0,3899.846047192126
2593,0.38,Premium,H,VS2,60.5,59.0,4.69,4.66,2.83,3,4,2,4212.0619047792225
2594,1.71,Very Good,E,SI1,63.4,56.0,7.58,7.5,4.78,2,3,5,3711.983577691468
2595,0.9,Very Good,I,SI1,61.4,55.0,6.19,6.28,3.83,2,3,1,3309.7779584178697
2596,0.43,Very Good,F,VS1,63.4,57.0,4.8,4.76,3.03,4,3,4,3955.416493429553
2597,0.7,Very Good,G,VS2,58.2,60.0,5.84,5.78,3.38,3,3,3,4272.906211451465
2598,0.51,Ideal,E,VS2,62.0,54.0,5.16,5.13,3.19,3,5,5,3113.9768537404398
2599,0.4,Good,E,SI1,63.5,58.0,4.65,4.67,2.96,2,2,5,4206.788044344414
2600,0.9,Premium,I,SI1,60.9,56.0,6.26,6.21,3.8,2,4,1,3513.517698272075
2601,0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69,1,2,5,3248.9336517456304
2602,1.12,Premium,F,SI2,60.5,59.0,6.73,6.79,4.09,1,4,4,4212.0619047792225
2603,0.4,Premium,E,SI1,60.8,62.0,4.76,4.72,2.88,2,4,5,4966.1765575238005
2604,0.51,Very Good,J,SI1,62.6,59.0,5.06,5.1,3.18,2,3,0,4378.773243491514
2605,1.01,Fair,E,SI2,67.6,57.0,6.21,6.11,4.18,1,1,5,4288.839170854137
2606,0.52,Ideal,E,VS2,61.7,55.0,5.16,5.21,3.2,3,5,5,3333.5938639481956
2607,0.41,Ideal,E,VS2,61.8,56.0,4.78,4.74,2.94,3,5,5,3584.965414863056
2608,1.05,Premium,G,SI2,60.1,60.0,6.58,6.66,3.98,1,4,3,4423.740279810207
2609,2.02,Very Good,G,SI2,62.8,55.0,8.06,8.11,5.08,1,3,3,3420.918850892731
2610,0.9,Very Good,I,SI2,60.9,63.0,6.21,6.13,3.76,1,3,1,5217.548108438665
2611,0.64,Premium,D,VS2,60.9,59.0,5.6,5.63,3.42,3,4,6,4243.816445486327
2612,1.22,Premium,I,SI1,62.1,58.0,6.89,6.8,4.25,2,4,1,4095.6471518695525
2613,1.32,Very Good,H,SI1,62.4,58.0,7.02,7.09,4.4,2,3,2,4119.463057399878
2614,2.2,Premium,I,SI2,63.0,59.0,8.22,8.19,5.17,1,4,1,4410.527784198619
2615,1.0,Ideal,G,VS2,62.6,57.0,6.47,6.4,4.03,3,5,3,3891.9074120153473
2616,0.54,Premium,H,VS1,61.9,56.0,5.29,5.24,3.26,4,4,2,3592.9040500398314
2617,2.25,Ideal,I,SI2,62.4,57.0,8.39,8.32,5.21,1,5,1,3876.0301416617967
2618,1.13,Very Good,H,SI2,62.5,62.0,6.59,6.66,4.14,1,3,2,5101.133355528991
2619,0.62,Premium,F,SI2,61.7,60.0,5.48,5.45,3.37,1,4,4,4550.758442638618
2620,0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,1,1,6,4545.484582203806
2621,0.38,Ideal,D,VS2,61.8,56.0,4.65,4.67,2.88,3,5,6,3584.965414863056
2622,0.4,Very Good,D,SI1,63.1,57.0,4.73,4.69,2.97,2,3,6,3931.6005878992273
2623,0.61,Premium,D,VS1,62.4,57.0,5.46,5.44,3.4,4,4,6,3876.0301416617967
2624,1.5,Good,J,VS1,64.1,55.0,7.23,7.13,4.6,4,2,0,3524.121108190817
2625,1.25,Ideal,G,SI1,62.5,54.0,6.88,6.85,4.29,2,5,3,3153.67002962432
2626,1.01,Fair,E,SI2,60.0,60.0,6.48,6.38,3.86,1,1,5,4415.801644633428
2627,0.83,Premium,G,SI2,61.6,57.0,6.06,6.02,3.72,1,4,3,3812.521060247591
2628,1.53,Ideal,H,SI1,62.3,57.0,7.41,7.36,4.6,2,5,2,3868.0915064850215
2629,0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,4,5,5,3632.5972259237114
2630,0.38,Good,H,SI1,63.3,57.0,4.58,4.62,2.91,2,2,2,3947.477858252778
2631,0.74,Ideal,F,SI1,61.2,56.0,5.83,5.87,3.58,2,5,4,3537.333603802401
2632,0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76,3,2,3,4458.159595259274
2633,0.75,Ideal,E,SI1,61.4,57.0,5.82,5.87,3.59,2,5,5,3796.6437898940403
2634,0.42,Premium,H,VS1,61.7,59.0,4.76,4.83,2.96,4,4,2,4307.325526900533
2635,0.94,Premium,E,SI2,62.4,58.0,6.26,6.33,3.93,1,4,5,4119.463057399878
2636,0.72,Very Good,F,VVS2,59.2,63.0,5.77,5.86,3.44,5,3,4,5082.591310433474
2637,0.3,Premium,E,VS2,62.4,59.0,4.3,4.26,2.67,3,4,5,4362.895973137964
2638,0.41,Very Good,E,SI2,63.3,56.0,4.73,4.69,2.98,1,3,5,3704.0449425146926
2639,0.43,Ideal,D,VS2,61.3,55.0,4.84,4.88,2.98,3,5,6,3301.8393232410945
2640,2.24,Premium,I,SI2,61.9,58.0,8.29,8.36,5.15,1,4,1,4079.769881516002
2641,0.84,Very Good,G,VS2,61.8,57.0,6.04,6.07,3.74,3,3,3,3828.3983306011414
2642,1.12,Very Good,E,SI2,60.9,63.0,6.59,6.65,4.03,1,3,5,5217.548108438665
2643,0.34,Premium,I,VS1,61.0,60.0,4.51,4.48,2.74,4,4,1,4495.187996401188
2644,0.3,Premium,G,VS1,62.5,55.0,4.32,4.25,2.68,4,4,3,3397.102945362405
2645,0.7,Ideal,G,VS1,61.4,57.0,5.7,5.73,3.51,4,5,3,3796.6437898940403
2646,1.0,Premium,F,SI1,59.7,60.0,6.48,6.51,3.88,2,4,4,4391.985739103102
2647,0.43,Ideal,D,VS2,61.8,56.0,4.81,4.83,2.98,3,5,6,3584.965414863056
2648,1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02,2,5,2,2902.2984787094592
2649,0.71,Good,D,SI2,56.6,63.0,5.9,5.76,3.3,1,2,6,4876.186795837302
2650,1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11,1,5,5,3844.275600954692
2651,0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59,3,5,2,3907.7846823689015
2652,0.71,Premium,E,SI1,61.8,59.0,5.75,5.7,3.54,2,4,5,4315.264162077308
2653,0.52,Ideal,D,VS2,61.9,55.0,5.19,5.21,3.22,3,5,6,3349.4711343017498
2654,0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65,4,4,6,4188.245999248897
2655,0.35,Premium,E,VS2,61.6,58.0,4.57,4.52,2.8,3,4,5,4055.9539759856725
2656,0.32,Ideal,I,VS2,61.5,56.0,4.4,4.41,2.71,3,5,1,3561.1495093327303
2657,1.01,Very Good,I,SI1,64.2,55.0,6.28,6.34,4.05,2,3,1,3532.059743367592
2658,0.58,Ideal,E,VS2,61.9,57.0,5.37,5.33,3.31,3,5,5,3836.3369657779167
2659,0.9,Good,J,SI1,64.3,63.0,6.05,6.01,3.88,2,2,0,5487.461704449042
2660,0.27,Very Good,F,VVS1,62.0,58.0,4.18,4.21,2.6,6,3,4,4087.7085166927773
2661,0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95,4,5,6,3828.3983306011414
2662,1.01,Very Good,H,VS2,63.5,61.0,6.32,6.24,3.99,3,3,2,4937.086791558666
2663,1.01,Fair,G,SI2,68.5,63.0,6.08,6.0,4.14,1,1,3,5820.884381873626
2664,0.38,Ideal,I,SI1,61.5,56.0,4.67,4.7,2.88,2,5,1,3561.1495093327303
2665,1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99,3,4,3,3434.131346504315
2666,1.01,Ideal,F,SI2,62.9,57.0,6.35,6.41,4.01,1,5,4,3915.7233175456768
2667,0.41,Premium,G,VS1,60.7,58.0,4.83,4.79,2.92,4,4,3,3984.5062593946914
2668,1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,2,3,1,5161.977662201234
2669,1.23,Ideal,G,VS2,61.5,54.0,6.92,6.89,4.25,3,5,3,3074.2836778565634
2670,0.51,Very Good,F,VS2,62.0,58.0,5.08,5.11,3.16,3,3,4,4087.7085166927773
2671,0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,4,5,1,3121.9154889172187
2672,0.43,Very Good,E,SI1,63.1,56.0,4.83,4.8,3.04,2,3,5,3688.167672161142
2673,1.58,Ideal,G,VS1,61.3,57.0,7.48,7.54,4.6,4,5,3,3788.7051547172614
2674,0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,3,5,5,3169.5472999778704
2675,0.65,Very Good,F,VS2,64.0,55.3,5.5,5.57,3.54,3,3,4,3589.2123477354635
2676,0.35,Premium,H,VS1,62.6,59.0,4.5,4.45,2.8,4,4,2,4378.773243491514
2677,2.1,Premium,J,VS2,61.3,59.0,8.27,8.21,5.05,3,4,0,4275.570986193428
2678,1.04,Ideal,H,VS1,62.7,55.0,6.43,6.49,4.05,4,5,2,3412.9802157159556
2679,1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,2,4,0,4746.559547316048
2680,1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05,1,5,2,3908.3120684123805
2681,1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,3,3,4,3569.0881445095056
2682,0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,6,3,4,4653.960699936704
2683,0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86,4,4,4,4000.383529748242
2684,0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,3,2,3,3005.500736007545
2685,0.83,Good,H,SI2,63.9,56.0,5.99,5.93,3.81,1,2,2,3751.676753575348
2686,0.9,Very Good,F,VVS2,61.0,63.0,6.13,6.09,3.73,5,3,4,5225.48674361544
2687,0.7,Fair,H,SI1,65.5,57.0,5.59,5.55,3.65,2,1,2,4122.127832141849
2688,0.42,Premium,F,VVS2,61.7,59.0,4.78,4.82,2.96,5,4,4,4307.325526900533
2689,1.23,Premium,F,VS2,60.8,59.0,6.9,6.94,4.21,3,4,4,4235.877810309552
2690,0.32,Ideal,F,VS2,61.2,56.0,4.41,4.44,2.71,3,5,4,3537.333603802401
2691,1.08,Premium,G,VS1,61.5,61.0,6.62,6.55,4.05,4,4,3,4778.314088023149
2692,0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01,2,4,3,4378.773243491514
2693,1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,5,3,3,3513.517698272075
2694,0.38,Good,D,VVS1,61.3,61.0,4.68,4.72,2.88,6,2,6,4762.436817669599
2695,0.73,Good,E,SI1,63.2,58.0,5.7,5.76,3.62,2,2,5,4182.972138814088
2696,1.01,Very Good,H,SI1,61.9,57.0,6.36,6.41,3.95,2,3,2,3836.3369657779167
2697,0.4,Premium,F,VS1,62.5,59.0,4.69,4.66,2.92,4,4,4,4370.834608314739
2698,1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59,5,5,0,3796.6437898940403
2699,1.29,Ideal,J,VS2,60.9,58.0,7.05,7.0,4.28,3,5,0,4000.383529748242
2700,0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52,5,3,4,3389.16431018563
2701,0.34,Ideal,E,VS2,62.5,55.0,4.45,4.48,2.79,3,5,5,3397.102945362405
2702,0.39,Premium,F,SI1,60.1,59.0,4.77,4.74,2.86,2,4,4,4180.307364072121
2703,0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,6,5,4,3592.9040500398314
2704,0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,3,5,5,3420.918850892731
2705,1.25,Premium,G,VS1,61.8,58.0,6.94,6.91,4.28,4,4,3,4071.8312463392267
2706,0.71,Premium,F,VS1,61.1,58.0,5.76,5.72,3.51,4,4,4,4016.2608001017925
2707,0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,3,5,5,3648.474496277262
2708,0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,5,3,5,3301.8393232410945
2709,0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,5,5,6,2986.958690912028
2710,0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,2,4,6,4410.527784198619
2711,0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,4,4,3,4040.076705632122
2712,1.11,Ideal,J,SI2,62.6,54.0,6.61,6.64,4.15,1,5,0,3161.608664801095
2713,2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07,2,4,0,4212.0619047792225
2714,1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,4,4,5,3913.05854280371
2715,0.35,Ideal,E,VS1,61.9,56.0,4.53,4.55,2.81,4,5,5,3592.9040500398314
2716,0.54,Very Good,F,VS1,61.6,59.0,5.26,5.2,3.22,4,3,4,4299.386891723758
2717,0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76,3,5,4,3497.640427918521
2718,1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,1,4,0,3960.6903538643655
2719,0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,7,5,2,3876.0301416617967
2720,1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12,4,4,2,4085.0437419508107
2721,1.76,Ideal,I,SI2,61.2,55.0,7.79,7.76,4.76,1,5,1,3293.900688064319
2722,0.53,Very Good,G,SI1,63.4,54.0,5.09,5.13,3.24,2,3,3,3225.117746215301
2723,0.35,Premium,D,VS2,59.7,58.0,4.61,4.57,2.74,3,4,6,3905.1199076269313
2724,1.5,Good,H,SI2,63.6,60.0,7.3,7.23,4.63,1,2,2,4701.59251099736
2725,2.04,Premium,G,SI2,60.3,59.0,8.23,8.3,4.98,1,4,3,4196.184634425672
2726,0.31,Ideal,H,VVS1,62.3,53.0,4.35,4.38,2.72,6,5,2,2894.359843532684
2727,0.55,Premium,D,VVS1,60.3,59.0,5.34,5.3,3.21,6,4,6,4196.184634425672
2728,0.7,Ideal,G,SI1,61.9,58.0,5.66,5.69,3.51,2,5,3,4079.769881516002
2729,0.52,Premium,F,SI1,59.5,59.0,5.24,5.31,3.14,2,4,4,4132.675553011466
2730,0.32,Ideal,G,VS2,60.3,57.0,4.46,4.43,2.68,3,5,3,3709.318802949505
2731,0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61,6,3,3,4087.7085166927773
2732,1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21,6,5,1,3325.6552287714203
2733,1.27,Ideal,F,VS2,62.8,56.0,6.9,6.86,4.32,3,5,4,3664.351766630816
2734,0.37,Very Good,D,SI1,61.0,62.0,4.61,4.64,2.82,2,3,6,4982.053827877355
2735,1.01,Premium,F,SI1,60.6,58.0,6.54,6.49,3.95,2,4,4,3976.567624217916
2736,0.76,Ideal,F,VS2,61.0,55.0,5.89,5.92,3.6,3,5,4,3278.0234177107686
2737,0.59,Ideal,E,SI1,62.9,57.0,5.36,5.33,3.36,2,5,5,3915.7233175456768
